creator,url,odds_top,best_strength,confirmations,distributors,best_outlier,best_reach,best_channel,best_channel_subs,best_title,evidence,peak_outlier_any,peak_reach_any,last_seen
alexbushcraftmy,https://www.youtube.com/@alexbushcraftmy,0.1274,0.127,0,1,1.0,30,Build Beyond,50,Man Digs and Transforms a Mountain into A SECRETE BUNKER By ‪@alexbushcraftmy,débil,1.0,30,2024-10-16
rlcmaker,https://www.youtube.com/@rlcmaker,0.1274,0.127,0,1,1.8,30,Quantam Tech HD,24,Man Builds Amazing SWIMMING POOL in His Backyard - Start to Finish by @rlcmaker,débil,1.8,30,2025-02-03
Çelik_Ev_İskender_Usta,https://www.youtube.com/@Çelik_Ev_İskender_Usta,0.123,0.123,0,1,0.9,29,KORIX TECH,831,He Constructs a Stunning Steel House From Zero! | From Start to Finish by @Çelik_Ev_İskender_Usta,débil,0.9,29,2026-05-06
modustrial,https://www.youtube.com/@modustrial,0.123,0.123,0,1,0.6,29,Epic Explore World,89,Man Builds Total Concrete DIY 2026 | Start to Finish by @modustrial,débil,0.6,29,2026-03-23
OkahachiRenovation,https://www.youtube.com/@OkahachiRenovation,0.1225,0.122,0,1,0.1,2014,TTI Build Stories ,1800000,Man Renovates an Abandoned House Into a Japanese Masterpiece! (By @OkahachiRenovation‬ ),débil,0.1,2014,2026-03-19
LESNUE,https://www.youtube.com/@LESNUE,0.1192,0.119,0,2,0.9,28,KORIX TECH,831,Man Builds a Two-Room Treehouse on a 200-Year-Old Tree! | From Start to Finish by @LESNUE,débil,0.9,2892,2026-06-17
BuiltintheUSA,https://www.youtube.com/@BuiltintheUSA,0.1192,0.119,0,1,0.5,28,FixNation,1100,Inside Toyota’s Factory Building the World’s Most Powerful and Luxurious Cars 🚗🔥 | @BuiltintheUSA,débil,0.5,28,2025-11-05
Tinspaces,https://www.youtube.com/@Tinspaces,0.1168,0.117,0,1,0.8,27,KORIX TECH,831,Man Builds a Luxury Hotel With Terrace From Two Containers! | From Start to Finish by @Tinspaces,débil,0.8,27,2026-05-20
TanSoLoSurvival,https://www.youtube.com/@TanSoLoSurvival,0.1168,0.117,0,1,2.2,27,Project Redline,1,Solo Survival: Building a Rainproof Floating Bamboo Shelter | by @TanSoLoSurvival,débil,2.2,27,2026-07-30
jeffreywaldman,https://www.youtube.com/@jeffreywaldman,0.1143,0.114,0,1,0.1,110868,AKLA GELEN,1090000,Friends Build a Wood Cabin in Forest in 10 Minutes – TIMELAPSE | Start to Finish by @jeffreywaldman,débil,0.1,110868,2026-08-10
WesternPioneer,https://www.youtube.com/@WesternPioneer,0.1143,0.114,0,3,0.1,12772,Maker World,19200,Man Builds 1800s Western Log Cabin with Traditional Techniques | by @WesternPioneer,media,0.1,12772,2026-04-06
HomeSweetHomeAlaska,https://www.youtube.com/@HomeSweetHomeAlaska,0.1143,0.114,0,1,0.1,11948,Maker World,19200,Man Builds an Incredible Dream Log House in the Wild Forest | Start to Finish@HomeSweetHomeAlaska,débil,0.1,11948,2026-04-13
kryptojdm,https://www.youtube.com/@kryptojdm,0.1143,0.114,0,1,0.1,1878,TTI Build Stories ,1800000,Man Restores DESTROYED Cars! And It’s Unreal! 😳. (By @kryptojdm  ),débil,0.1,1878,2026-06-02
lathimui,https://www.youtube.com/@lathimui,0.1143,0.114,0,1,0.1,1413,Quantum Build Studio,18400,Poor Family Builds a New Home After Their House Was Destroyed by Heavy Rain | Build by @lathimui,débil,0.1,1413,2026-03-25
bonbonscalemodel,https://www.youtube.com/@bonbonscalemodel,0.1138,0.114,0,1,1.5,26,Quantam Tech HD,24,Man Builds Hyperrealistic Racing F1 Car at Scale - Replica by @bonbonscalemodel,débil,1.5,26,2025-02-23
landonsees7739,https://www.youtube.com/@landonsees7739,0.1138,0.114,0,1,0.9,26,The Building Zone,9,Man Spends 2 Years Building Tiny Castle Out of Ice Cream Sticks | by @landonsees7739,débil,0.9,26,2024-11-11
JoelTremblayCA,https://www.youtube.com/@JoelTremblayCA,0.1105,0.111,0,1,1.5,25,Quantam Tech HD,24,Man Converts Cargo TRAILER into Tiny CAMPER - Start to Finish @JoelTremblayCA,débil,1.5,25,2025-02-06
wtcreative,https://www.youtube.com/@wtcreative,0.1078,0.108,0,1,0.8,24,KORIX TECH,831,Scrap Car From a Stream Turned Into an Electric Go-Kart! | From Start to Finish by @wtcreative,débil,0.8,24,2026-05-19
ChadsCustomCreations,https://www.youtube.com/@ChadsCustomCreations,0.1078,0.108,0,1,1.4,24,Quantam Tech HD,24,Man Spends $7000 Building Amazing Backyard Swimming Pool - by @ChadsCustomCreations,débil,1.4,24,2025-02-25
OficinadoParma,https://www.youtube.com/@OficinadoParma,0.1078,0.108,0,1,1.4,24,Quantam Tech HD,24,Man Builds Hyperealistic F1 CAR Replica At Scale - 1988 McLaren by @OficinadoParma,débil,1.4,24,2025-02-07
mycustomgokart,https://www.youtube.com/@mycustomgokart,0.107,0.107,0,1,0.1,135997,TechFreeze,3220000,Man Transforms Old Lawn Mower into a Fast Racing Go-Kart | Start to Finish by @mycustomgokart,débil,0.1,135997,2025-11-27
whyknotbuildit,https://www.youtube.com/@whyknotbuildit,0.107,0.107,0,1,0.1,132585,Makerium,320000,"Couple Restores Their Storm-Destroyed Backyard and Saves $40,000 | Full Build by @whyknotbuildit​",débil,0.1,132585,2026-05-30
Bochi,https://www.youtube.com/@Bochi,0.107,0.107,0,1,0.1,15751,Machine stage,2780000,This guy builds a round house in just 3 days! From start to finish by @Bochi Hut,débil,0.1,15751,2026-01-26
TNCreativeProject,https://www.youtube.com/@TNCreativeProject,0.107,0.107,0,2,0.1,571,Professional Skills,12900,How Built a Solar Powered Electric Car From Start to Finish | Review @TNCreativeProject,débil,0.1,35204,2026-08-08
marcetsandy,https://www.youtube.com/@marcetsandy,0.107,0.107,0,1,0.1,330,WoodCraft Empire,1850,Turning an Old Room Into a Beautiful Modern Space @marcetsandy @QuantumMakers,débil,0.1,330,2026-06-17
theminiarchitect,https://www.youtube.com/@theminiarchitect,0.1042,0.104,0,1,1.4,23,Quantam Tech HD,24,Man Builds Luxury Mansion with Mini Bricks - Start to Finish by @theminiarchitect￼,débil,1.4,23,2025-02-28
BradenBuildz,https://www.youtube.com/@BradenBuildz,0.1013,0.101,0,1,1.3,22,Quantam Tech HD,24,Man Fully Restores Abandoned Trailer Back to New - Start to Finish by @BradenBuildz,débil,1.3,22,2025-04-15
AmbitionStrikes1.On.T.elegram,https://www.youtube.com/@AmbitionStrikes1.On.T.elegram,0.0996,0.1,0,1,1.4,21,The Builder's Stage,7,Turning a Cold Steel Box Into a Custom Floating Home | by @AmbitionStrikes1.On.T.elegram,débil,1.4,21,2026-07-14
ATHOSOutdoorProspector,https://www.youtube.com/@ATHOSOutdoorProspector,0.0966,0.097,0,1,0.5,20,RV-88,496,Hidden Forest House | Bushcraft Survival Shelter|By@ATHOSOutdoorProspector,débil,0.5,20,2026-04-05
QuantamTech,https://www.youtube.com/@QuantamTech,0.0966,0.097,0,1,1.2,20,Quantam Tech HD,24,Two Brothers Build Amazing Log Cabin Off Grid From Scratch - by @QuantamTech,débil,1.2,20,2025-03-11
ZoomInProcess,https://www.youtube.com/@ZoomInProcess,0.0947,0.095,0,1,0.1,36,The Makers HD,4740,Building a Stunning Wooden House from Scratch | Off-Grid Full Build .@ZoomInProcess​,débil,0.1,36,2026-03-16
Ferincishin,https://www.youtube.com/@Ferincishin,0.0931,0.093,0,1,1.0,19,Houseline Project,5,Epic CABIN Build Deep in the Remote FOREST | From Start to Finish by @Ferincishin​,débil,1.0,19,2025-04-20
Triệu_Phong_tv,https://www.youtube.com/@Triệu_Phong_tv,0.0931,0.093,0,1,0.4,19,Survival Skills,7290,Young Man Rebuilds A Completely New Bamboo House | From Start To Finish by@Triệu_Phong_tv ,débil,0.4,19,2025-11-15
BordeauxLife,https://www.youtube.com/@BordeauxLife,0.089,0.089,0,1,0.9,18,SUN Channel,42,Keluarga Beranggota 4 Orang Membangun Kolam Renang @BordeauxLife,débil,0.9,18,2024-11-25
BUSHCRAFT72H,https://www.youtube.com/@BUSHCRAFT72H,0.089,0.089,0,1,0.6,18,KORIX TECH,831,Man Builds a Secret Shelter in a Ravine No Animal Can Reach! | From Start to Finish by @BUSHCRAFT72H,débil,0.6,18,2026-05-09
restorationUphone,https://www.youtube.com/@restorationUphone,0.089,0.089,0,1,1.6,18,Crafted Hub,5,Restoring a Rusted Mercedes S600 from a Bare Frame | by @restorationUphone,débil,1.6,18,2026-08-04
YensBastiaens,https://www.youtube.com/@YensBastiaens,0.0882,0.088,0,1,0.1,24819,Betelhem Tech,28000,Spending the Night in a Deserted Mountain — Alone in a Tent ⛰️🏕️ | By @YensBastiaens,débil,0.1,24819,2026-06-01
The_Rebuild_Lab,https://www.youtube.com/@The_Rebuild_Lab,0.0882,0.088,0,2,0.1,5239,Life Rhythm TV,4350,Man bought an abandoned luxury car and restored it to like-new condition |@The_Rebuild_Lab,débil,0.7,5239,2026-07-26
NatureKnife,https://www.youtube.com/@NatureKnife,0.0882,0.088,0,1,0.1,2252,Vertigar Bushcraft,5170,Transform the Plastic Wrap into a Transparent Cabin | By @NatureKnife,débil,0.1,2252,2026-04-30
amazingskillas,https://www.youtube.com/@amazingskillas,0.0882,0.088,0,1,0.1,426,Professional Skills,12900,Crafting a Stunning Wooden Hotpot with Brass Detailing by @amazingskillas ,débil,0.1,426,2025-08-11
RinaandMichael,https://www.youtube.com/@RinaandMichael,0.0817,0.082,0,2,0.1,71929,AKLA GELEN,1090000,Family Builds Dream Camper Van | Start to Finish Conversion by @RinaandMichael​,débil,0.1,71929,2026-03-07
QTechGlobal,https://www.youtube.com/@QTechGlobal,0.0817,0.082,0,1,0.1,9310,Innovative Tech World,37300,The Forgotten Village: One Young Man’s Incredible Wooden House Transformation | By @QTechGlobal,débil,0.1,9310,2026-05-16
Sunchannel03,https://www.youtube.com/@Sunchannel03,0.0778,0.078,0,1,0.8,16,SUN Channel,42,Funny video part 6 #viralvideo #funnyvideo #funnyvideos #memes #meme @Sunchannel03,débil,0.8,16,2024-12-03
randomskills5773,https://www.youtube.com/@randomskills5773,0.0754,0.075,0,1,0.1,361,Professional Skills,12900,Skilled Workers Build Powerful Lathe Machine by @randomskills5773,débil,0.1,361,2026-05-13
AsbjornOlsenBerg,https://www.youtube.com/@AsbjornOlsenBerg,0.0735,0.073,0,1,15.0,15,ArtisTech,4,The Ultimate ASMR Dugout: Building My Best Hideout Yet in the Wild Forest | By @AsbjornOlsenBerg,débil,15.0,15,2024-12-18
PetaVillage,https://www.youtube.com/@PetaVillage,0.0735,0.073,0,1,15.0,15,ArtisTech,4,Building a Sturdy Stone Shelter | Bushcraft Warm Shelter | Start to Finsh By @PetaVillage,débil,15.0,15,2024-12-07
jmuller86,https://www.youtube.com/@jmuller86,0.0735,0.073,0,1,1.0,15,The Builder's Stage,7,Can One Man Finish an A-Frame Cabin Before Winter | by @jmuller86,débil,1.0,15,2026-07-22
Rusty,https://www.youtube.com/@Rusty,0.07,0.07,0,1,14.0,14,ArtisTech,4,From Rust to Glory: Restoring a Vintage Machine Gun | by @Rusty Restore,débil,14.0,14,2024-11-18
AYACAMPING,https://www.youtube.com/@AYACAMPING,0.07,0.07,0,1,1.2,14,Project Redline,1,Building a Warm Dual-Tent Shelter in Heavy Rain | by @AYACAMPING,débil,1.2,14,2026-07-05
RestorationTools6868,https://www.youtube.com/@RestorationTools6868,0.07,0.07,0,2,0.4,14,RV-88,496,This Abandoned KIA Truck Sat Underwater for Years… Here's What Happened@RestorationTools6868,débil,0.6,14,2026-07-30
diekleinewerkstatt727,https://www.youtube.com/@diekleinewerkstatt727,0.067,0.067,0,1,0.1,17093,BRAIN TIME VT,33700,Man Transforms His Backyard and Builds an Amazing BBQ Cabin | by@diekleinewerkstatt727,débil,0.1,17093,2026-08-10
Lakimhue998,https://www.youtube.com/@Lakimhue998,0.067,0.067,0,1,0.1,8156,Machine stage,2780000,This young woman is bringing a 90-year-old scrap tractor back to brand new condition! @Lakimhue998,débil,0.1,8156,2026-03-09
FLManGarage,https://www.youtube.com/@FLManGarage,0.067,0.067,0,1,0.1,517,KLIFS TECH,71100,He Transforms Scrapyard V8 Chevrolet C10 Back to New | Restoration By @FLManGarage,débil,0.1,517,2026-06-04
Gablok-maison-kit,https://www.youtube.com/@Gablok-maison-kit,0.067,0.067,0,1,0.1,187,WoodCraft Empire,1850,Affordable House Construction in Record Time | Full Building Process @Gablok-maison-kit,débil,0.1,187,2026-06-11
European_hometeading,https://www.youtube.com/@European_hometeading,0.067,0.067,0,1,0.1,40,HITECH,208,Renovating a house over 70 years old into a wonderful home.| @European_hometeading,débil,0.1,40,2026-07-17
DetailDane,https://www.youtube.com/@DetailDane,0.0651,0.065,0,1,2.6,13,CONTENTS DISCOVERY,9,First Wash in 48 YEARS! by @DetailDane  #BarnFind #ChevyDeluxe #ASMR #Detailing #Satisfying,débil,2.6,13,2024-11-18
ArtSport,https://www.youtube.com/@ArtSport,0.0651,0.065,0,1,13.0,13,ArtisTech,4,Building a Stunning A-Frame House on a Riverside Beach | Start To Flish By @ArtSport,débil,13.0,13,2024-12-16
MrZhangsDetailing,https://www.youtube.com/@MrZhangsDetailing,0.0651,0.065,0,1,1.0,13,Creative Workshop DIY HD,50,狠人操作！3580 美元买 5 辆泡水车，顶级修车技术翻新太牛了 | by @MrZhangsDetailing,débil,1.0,13,2025-10-16
InfinityGarage-ig8py,https://www.youtube.com/@InfinityGarage-ig8py,0.0585,0.059,0,1,0.1,227,Namtum Makers,1060,BUILDING a High-Speed Go-Kart From a Kawasaki GPZ500 Engine @InfinityGarage-ig8py,débil,0.1,227,2026-06-08
patricktlee,https://www.youtube.com/@patricktlee,0.0585,0.059,0,1,0.1,77,Rebuilding HD,2420,Man Builds Stunning SWIMMING POOL In His Backyard | Start To Finish By@patricktlee,débil,0.1,77,2026-07-15
FarisandLisa,https://www.youtube.com/@FarisandLisa,0.0539,0.054,0,1,3.1,11,ROAMING TECH,19,Couple Transforms Land Into Modern Barn House | @FarisandLisa,débil,3.1,11,2025-12-11
RenovationProcess,https://www.youtube.com/@RenovationProcess,0.0539,0.054,0,2,2.2,11,CONTENTS DISCOVERY,9,Single woman restores her mother's old house and transformed -- by@RenovationProcess,débil,2.2,11,2026-08-09
TheMaineWoods,https://www.youtube.com/@TheMaineWoods,0.0539,0.054,0,1,1.5,11,Olivia Hunt,0,Saving a Rotting Off-Grid Cabin from Collapsing | by @TheMaineWoods,débil,1.5,11,2026-07-26
UnderwoodHomes,https://www.youtube.com/@UnderwoodHomes,0.0539,0.054,0,1,0.3,11,KORIX TECH,831,Man Builds a Luxury Villa in the Wilderness in 18 Months! | From Start to Finish by @UnderwoodHomes,débil,0.3,11,2026-05-04
LyTieuToan,https://www.youtube.com/@LyTieuToan,0.0539,0.054,0,1,0.7,11,Quantam Tech HD,24,Young Woman Builds DIY CABIN with SWIMMING POOL - Start to Finish by @LyTieuToan,débil,0.7,11,2025-04-09
JanCampLife,https://www.youtube.com/@JanCampLife,0.0501,0.05,0,1,0.1,4971,MrS,19100,Master in building unique shelters | @JanCampLife,débil,0.1,4971,2024-12-29
bushcraftandnature,https://www.youtube.com/@bushcraftandnature,0.0501,0.05,0,1,0.1,576,Wood & Steel Craft,850,Handcrafting a Bamboo River Sanctuary for My Rabbit | from beginning to end by @bushcraftandnature,débil,0.1,576,2026-07-22
NATRA2021,https://www.youtube.com/@NATRA2021,0.0501,0.05,0,1,0.1,214,Professional Skills,12900,Amazing Restoration of a Sewing Machine |From Rust to Glory |Journey of Transformation by @NATRA2021,débil,0.1,214,2025-08-08
CleanUpFreeTeam,https://www.youtube.com/@CleanUpFreeTeam,0.0487,0.049,0,1,0.6,10,Quantam Tech HD,24,Young Woman Finds Her CHILDHOOD HOME Abandoned - Team Cleans It for FREE! By @CleanUpFreeTeam,débil,0.6,10,2025-02-20
havgs1701,https://www.youtube.com/@havgs1701,0.0487,0.049,0,2,1.1,10,Nova Builds HD,2,A Man Builds His Dream Wilderness Cabin Using Only Logs and Stone | by @havgs1701,débil,1.1,10,2026-06-28
Life-in-Wild1,https://www.youtube.com/@Life-in-Wild1,0.0449,0.045,0,1,0.6,9,The Builder's Stage,7,Surviving and Building a Secret Cabin in the Woods | by @Life-in-Wild1,débil,0.6,9,2026-06-17
apaodailylife,https://www.youtube.com/@apaodailylife,0.0449,0.045,0,1,0.9,9,Nova Builds HD,2,From Empty Forest to Fire-Lit Stone Cabin by Hand | by @apaodailylife,débil,0.9,9,2026-06-20
MrHoaBushcraft,https://www.youtube.com/@MrHoaBushcraft,0.0403,0.04,0,1,0.0,4772,Machine stage,2780000,This man is building a top-secret bunker among massive rocks! @MrHoaBushcraft,débil,0.0,4772,2026-03-20
TravelersTale,https://www.youtube.com/@TravelersTale,0.0403,0.04,0,1,0.0,3860,MrS,19100,Build a bunker to stay in the freezing snow and ice. | @TravelersTale,débil,0.0,3860,2025-01-21
ARIA,https://www.youtube.com/@ARIA,0.0403,0.04,0,1,0.0,324,Cabin In the Woods,5280,The Man Built Incredible DIY Shelter Under the Giant Stone: | Start To Finish By @ARIA BUSHCRAFT,débil,0.0,324,2025-04-27
DennisKoburge,https://www.youtube.com/@DennisKoburge,0.0403,0.04,0,1,0.0,83,Car Test Channel,62800,Couple Builds Their Dream Home Inside a Truck 🚛❤️ ‪(by @DennisKoburge‬r),débil,0.0,83,2025-09-14
Camtrairuwnggia,https://www.youtube.com/@Camtrairuwnggia,0.0403,0.04,0,1,0.0,17,Maexology,1970,Man Builds Bamboo Bushcraft in the Forest | Start to Finish by @Camtrairuwnggia,débil,0.0,17,2026-04-28
restorediy,https://www.youtube.com/@restorediy,0.0378,0.038,0,1,1.6,8,Aether Labs Tech,5,Turning Scrap Metal Into a Shiny Airgun  | Start to Finish by @restorediy,débil,1.6,8,2025-09-14
CampfireStories-d3t,https://www.youtube.com/@CampfireStories-d3t,0.0378,0.038,0,1,0.2,8,Mr.RESTORIX,2,Man Builds Secret Shelter Carved Into the Hillside | Start to Finish by @CampfireStories-d3t,débil,0.2,8,2025-11-28
seyyarhane,https://www.youtube.com/@seyyarhane,0.0316,0.032,0,1,0.0,30411,TechFreeze,3220000,Couple Build Stunning Caravan Home on an Empty Truck Chassis | Full Transformation @seyyarhane ​,débil,0.0,30411,2026-06-23
bodhibus,https://www.youtube.com/@bodhibus,0.0316,0.032,0,1,0.0,20714,AKLA GELEN,1090000,Two Men Turns a Utility Trailer into a Mobile Home Studio in 9 Minutes - TIMELAPSE @bodhibus,débil,0.0,20714,2026-06-23
RJLgardens,https://www.youtube.com/@RJLgardens,0.0316,0.032,0,1,0.0,2775,MrS,19100,Sculpting Nature's Beauty. A Gardener’s Journey of Precision and Passion: @RJLgardens,débil,0.0,2775,2024-12-23
yangsurvival,https://www.youtube.com/@yangsurvival,0.0316,0.032,0,1,1.4,7,Aether Labs Tech,5,A Young Woman Builds a Stunning Bamboo House | Start to Finish by @yangsurvival,débil,1.4,7,2025-08-25
WildBeauty-OffGrid,https://www.youtube.com/@WildBeauty-OffGrid,0.0316,0.032,0,1,0.9,7,Change of house,0,Woman Transforms BAMBOO FOREST into DREAM CABIN | Built in 2 Months | By @WildBeauty-OffGrid,débil,0.9,7,2025-11-15
Worksandmechanic,https://www.youtube.com/@Worksandmechanic,0.0316,0.032,0,1,0.4,7,Quantam Tech HD,24,Man Buys Old Ruin and Renovates it into Amazing Tiny HOUSE | Start to Finish by@Worksandmechanic,débil,0.4,7,2025-02-03
lambinhTuoitre,https://www.youtube.com/@lambinhTuoitre,0.0275,0.027,0,1,0.5,6,Creative Workshop DIY HD,50,1000-Year Tree Hollowed! Handmade Invisible Shelter | by @lambinhTuoitre,débil,0.5,6,2026-04-24
SecretRoomsPOV,https://www.youtube.com/@SecretRoomsPOV,0.0275,0.027,0,1,0.2,6,The Maker World,78,Wilderness Hideout 🌲 @SecretRoomsPOV,débil,0.2,6,2026-04-17
Hadioutdooradventures,https://www.youtube.com/@Hadioutdooradventures,0.021,0.021,0,1,4.0,4,ArtisTech,4,Facing Nature's Fury: Building a Stone Wall to Brave the Wild Alone | By @Hadioutdooradventures,débil,4.0,4,2024-12-11
amazingthingtechnology1595,https://www.youtube.com/@amazingthingtechnology1595,0.021,0.021,0,1,0.8,4,Aether Labs Tech,5,INSANE Aluminum Recycling — Watch Scrap Metal Turn Into Massive Pots!@amazingthingtechnology1595,débil,0.8,4,2025-10-13
AwesomeWoodcraft,https://www.youtube.com/@AwesomeWoodcraft,0.021,0.021,0,1,0.8,4,Aether Labs Tech,5,Watch a Wooden Truck Come to Life | @AwesomeWoodcraft,débil,0.8,4,2025-09-08
ibuilding7,https://www.youtube.com/@ibuilding7,0.0163,0.016,0,1,0.2,3,CONSTRUCTION OF SURVIVITY ,1,"How to build a traditional, inexpensive wooden house from start to finish by @ibuilding7",débil,0.2,3,2026-06-18
ThisOldJalopy,https://www.youtube.com/@ThisOldJalopy,0.0136,0.014,0,1,0.0,16154,Makerium,320000,Man Turns an Old Car Into Electric Vehicle | Start to Finish by @ThisOldJalopy,débil,0.0,16154,2026-07-15
ytmmytmm,https://www.youtube.com/@ytmmytmm,0.0136,0.014,0,1,0.0,1763,BRAIN TIME VT,33700,"Man bought a mountain villa for $5,000 and renovated it into his dream home | @ytmmytmm",débil,0.0,1763,2026-03-12
MiniHouseDIY,https://www.youtube.com/@MiniHouseDIY,0.0136,0.014,0,1,0.0,1092,Maker World,19200,Man Builds 2-Floor Building With Mini Bricks | Small-Scale DIY @MiniHouseDIY,débil,0.0,1092,2025-11-13
2apples,https://www.youtube.com/@2apples,0.0136,0.014,0,1,0.0,779,CryptoThor,32900,​I Built a Luxury Container House for My Grandparents! by @2apples ​,débil,0.0,779,2026-05-22
IslamShirinov-fh9eh,https://www.youtube.com/@IslamShirinov-fh9eh,0.0136,0.014,0,1,0.0,151,Cabin In the Woods,5280,Man's Journey: Building 3 Survival Shelters in the Wilderness | By@IslamShirinov-fh9eh,débil,0.0,151,2025-05-09
skbushcraft,https://www.youtube.com/@skbushcraft,0.0136,0.014,0,1,0.0,90,Professional Skills,12900,From Tree to Home | Creative Bushcraft Skills in Action | Wooden Shelter design by @skbushcraft,débil,0.0,90,2025-06-26
AsianProcessX,https://www.youtube.com/@AsianProcessX,0.0136,0.014,0,1,0.0,60,Professional Skills,12900,From Waste Metal to Truck Axle 😱 Full Industrial Process Explained @AsianProcessX ,débil,0.0,60,2026-04-08
KENAN,https://www.youtube.com/@KENAN,0.0136,0.014,0,1,0.0,49,Cabin In the Woods,5280,From Scrap Bus to Dream House – A Free Man’s Journey | Start to Finish by @KENAN ÇINAR,débil,0.0,49,2025-10-18
GordeevaHike,https://www.youtube.com/@GordeevaHike,0.0136,0.014,0,1,0.0,11,H2 EcoTech,183,Solo Woman Builds a Survival Hut in the Wilderness @GordeevaHike,débil,0.0,11,2025-02-15
RedRustRestoration,https://www.youtube.com/@RedRustRestoration,0.0136,0.014,0,1,0.0,6,H2 EcoTech,183,Reviving Classic Kerosene Stoves – From Rust to Radiance @RedRustRestoration,débil,0.0,6,2025-02-19
CraigNakamotoConstruction,https://www.youtube.com/@CraigNakamotoConstruction,0.012,0.012,0,1,0.1,2,Quantam Tech HD,24,TIMELAPSE - Man Builds a STUNNING CABIN in the Wilderness - by @CraigNakamotoConstruction,débil,0.1,2,2025-02-24
MRWoodworking68,https://www.youtube.com/@MRWoodworking68,0.0049,0.005,0,1,0.2,1,Aether Labs Tech,5,“DIY Epoxy Flower Table — Watch This Before You Build Yours!” @MRWoodworking68,débil,0.2,1,2025-10-25
master4life,https://www.youtube.com/@master4life,0.0049,0.005,0,1,0.0,0,Quantam Tech HD,24,@master4life #shortvideos #trendingshorts #ytshorts #trendingvideo #trending #youtube #like #love,débil,0.0,0,2025-02-23
MOUNTAINLIFESTYLE,https://www.youtube.com/@MOUNTAINLIFESTYLE,0.0049,0.005,0,1,0.0,0,Project Redline,1,30 Days Building a Stunning Wooden House Under a Giant Tree | by @MOUNTAINLIFESTYLE,débil,0.0,0,2026-06-24
thanhtrieutv6231,https://www.youtube.com/@thanhtrieutv6231,0.0049,0.005,0,1,0.0,0,Olivia Hunt,0,3 Years Alone: Building an Off-Grid Jungle Cabin & Hydropower | by @thanhtrieutv6231,débil,0.0,0,2026-07-22
AHeartLikeDavids,https://www.youtube.com/@AHeartLikeDavids,0.0049,0.005,0,1,0.0,0,Olivia Hunt,0,From Deep Snow to a Permanent Stone Hearth | by @AHeartLikeDavids,débil,0.0,0,2026-07-30
StudPack,https://www.youtube.com/@StudPack,0.0049,0.005,0,1,0.0,0,Endresz Bist,5,Transforming a Muddy Lot into a High-End Home | by @StudPack,débil,0.0,0,2026-08-07
Primitivesurvivalcraft,https://www.youtube.com/@Primitivesurvivalcraft,0.0049,0.005,0,1,0.0,0,Nova Builds HD,2,Carving a Permanent Cliff House From Solid Red Clay | by @Primitivesurvivalcraft,débil,0.0,0,2026-08-04
